Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"TREM2","Triggering Receptor Expressed On Myeloid Cells 2","Protein Coding","Q9NZC2","53","GC06M093978","1.95679247379303","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TREM2"
"PURA","Purine Rich Element Binding Protein A","Protein Coding","Q00577","53","GC05P152170","1.95538902282715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PURA"
"M6PR","Mannose-6-Phosphate Receptor, Cation Dependent","Protein Coding","P20645","51","GC12M029455","1.95337450504303","https://www.genecards.org/cgi-bin/carddisp.pl?gene=M6PR"
"SETX","Senataxin","Protein Coding","Q7Z333","51","GC09M132261","1.95191395282745","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETX"
"INKILN","Inflammatory MKL1 (MRTFA) Interacting LncRNA","RNA Gene","","5","GC04M073708","1.94901013374329","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INKILN"
"GRM5","Glutamate Metabotropic Receptor 5","Protein Coding","P41594","56","GC11M088504","1.94872140884399","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRM5"
"HTRA1","HtrA Serine Peptidase 1","Protein Coding","Q92743","54","GC10P122461","1.94263660907745","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTRA1"
"F11","Coagulation Factor XI","Protein Coding","P03951","56","GC04P186357","1.9397429227829","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F11"
"STUB1","STIP1 Homology And U-Box Containing Protein 1","Protein Coding","Q9UNE7","54","GC16P080174","1.93800568580627","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STUB1"
"DOLK","Dolichol Kinase","Protein Coding","Q9UPQ8","47","GC09M128945","1.93451201915741","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOLK"
"ATAD3A","ATPase Family AAA Domain Containing 3A","Protein Coding","Q9NVI7","50","GC01P020493","1.93152403831482","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATAD3A"
"NEK1","NIMA Related Kinase 1","Protein Coding","Q96PY6","52","GC04M169393","1.9286230802536","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEK1"
"CEACAM4","CEA Cell Adhesion Molecule 4","Protein Coding","O75871","44","GC19M092810","1.92820131778717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEACAM4"
"TUBA1A","Tubulin Alpha 1a","Protein Coding","Q71U36","57","GC12M049184","1.92440724372864","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBA1A"
"PXN","Paxillin","Protein Coding","P49023","53","GC12M120210","1.92349565029144","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PXN"
"CFAP74","Cilia And Flagella Associated Protein 74","Protein Coding","Q9C0B2","39","GC01M001921","1.92113292217255","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFAP74"
"LOC129390903","MPRA-Validated Peak2919 Silencer","Functional Element","","10","GC17P118094","1.9159871339798","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC129390903"
"PRRT2","Proline Rich Transmembrane Protein 2","Protein Coding","Q7Z6L0","50","GC16P029811","1.91283226013184","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRRT2"
"TGFBI","Transforming Growth Factor Beta Induced","Protein Coding","Q15582","54","GC05P136027","1.91044950485229","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFBI"
"PGM1","Phosphoglucomutase 1","Protein Coding","P36871","54","GC01P063593","1.91042470932007","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGM1"
"KCNT1","Potassium Sodium-Activated Channel Subfamily T Member 1","Protein Coding","Q5JUK3","51","GC09P135702","1.90991652011871","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNT1"
"COG7","Component Of Oligomeric Golgi Complex 7","Protein Coding","P83436","46","GC16M023388","1.90813970565796","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COG7"
"MIA3","MIA SH3 Domain ER Export Factor 3","Protein Coding","Q5JRA6","46","GC01P222618","1.90710473060608","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIA3"
"COG1","Component Of Oligomeric Golgi Complex 1","Protein Coding","Q8WTW3","46","GC17P073193","1.90630733966827","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COG1"
"SYNPO","Synaptopodin","Protein Coding","Q8N3V7","47","GC05P152421","1.90499579906464","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYNPO"
"DKC1","Dyskerin Pseudouridine Synthase 1","Protein Coding","O60832","55","GC0XP154762","1.90290951728821","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DKC1"
"CSGALNACT2","Chondroitin Sulfate N-Acetylgalactosaminyltransferase 2","Protein Coding","Q8N6G5","47","GC10P043138","1.9006175994873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSGALNACT2"
"COQ9","Coenzyme Q9","Protein Coding","O75208","50","GC16P057447","1.89551842212677","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COQ9"
"GH2","Growth Hormone 2","Protein Coding","P01242","46","GC17M063880","1.89442646503448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GH2"
"INSL4","Insulin Like 4","Protein Coding","Q14641","38","GC09P005231","1.89252924919128","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INSL4"
"MDK","Midkine","Protein Coding","P21741","51","GC11P046380","1.8905918598175","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MDK"
"CCL17","C-C Motif Chemokine Ligand 17","Protein Coding","Q92583","48","GC16P082516","1.8904492855072","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL17"
"MIR17HG","MiR-17-92a-1 Cluster Host Gene","RNA Gene","Q75NE6","33","GC13P091347","1.88778650760651","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR17HG"
"CHRNA5","Cholinergic Receptor Nicotinic Alpha 5 Subunit","Protein Coding","P30532","54","GC15P078565","1.88486528396606","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRNA5"
"ILF3","Interleukin Enhancer Binding Factor 3","Protein Coding","Q12906","46","GC19P112301","1.88486528396606","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ILF3"
"LDAH","Lipid Droplet Associated Hydrolase","Protein Coding","Q9H6V9","39","GC02M020684","1.88486528396606","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDAH"
"CTTN","Cortactin","Protein Coding","Q14247","52","GC11P070398","1.88323223590851","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTTN"
"NLGN1","Neuroligin 1","Protein Coding","Q8N2Q7","54","GC03P173399","1.87927651405334","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLGN1"
"PGAP2","Post-GPI Attachment To Proteins 2","Protein Coding","Q9UHJ9","43","GC11P003797","1.87708246707916","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGAP2"
"LMX1B","LIM Homeobox Transcription Factor 1 Beta","Protein Coding","O60663","53","GC09P126770","1.87696206569672","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMX1B"
"IL21","Interleukin 21","Protein Coding","Q9HBE4","53","GC04M122612","1.86638271808624","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL21"
"CD83","CD83 Molecule","Protein Coding","Q01151","49","GC06P014117","1.86508667469025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD83"
"MIR124-3","MicroRNA 124-3","RNA Gene","","23","GC20P066972","1.86488044261932","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR124-3"
"PKD2L1","Polycystin 2 Like 1, Transient Receptor Potential Cation Channel","Protein Coding","Q9P0L9","50","GC10M100288","1.86459350585938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKD2L1"
"EXOC5","Exocyst Complex Component 5","Protein Coding","O00471","49","GC14M057200","1.86459350585938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOC5"
"PKD2L2","Polycystin 2 Like 2, Transient Receptor Potential Cation Channel","Protein Coding","Q9NZM6","44","GC05P137888","1.86459350585938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKD2L2"
"PKDREJ","Polycystin Family Receptor For Egg Jelly","Protein Coding","Q9NTG1","41","GC22M046255","1.86459350585938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKDREJ"
"PKD1L3","Polycystin 1 Like 3, Transient Receptor Potential Channel Interacting","Protein Coding","Q7Z443","38","GC16M073303","1.86459350585938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKD1L3"
"PKD1P1","Polycystin 1, Transient Receptor Potential Channel Interacting Pseudogene 1","Pseudogene","","18","GC16P016310","1.86459350585938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKD1P1"
"PKD1P6","Polycystin 1, Transient Receptor Potential Channel Interacting Pseudogene 6","Pseudogene","","18","GC16M020926","1.86459350585938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKD1P6"
"PKD1P3","Polycystin 1, Transient Receptor Potential Channel Interacting Pseudogene 3","Pseudogene","","17","GC16P014911","1.86459350585938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKD1P3"
"PKD1P2","Polycystin 1, Transient Receptor Potential Channel Interacting Pseudogene 2","Pseudogene","","16","GC16P080824","1.86459350585938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKD1P2"
"PKD1P4","Polycystin 1, Transient Receptor Potential Channel Interacting Pseudogene 4","Pseudogene","","15","GC16M021032","1.86459350585938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKD1P4"
"PKD1P5","Polycystin 1, Transient Receptor Potential Channel Interacting Pseudogene 5","Pseudogene","","15","GC16M018374","1.86459350585938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKD1P5"
"PKD1P6-NPIPP1","PKD1P6-NPIPP1 Readthrough","Pseudogene","","15","GC16M020925","1.86459350585938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKD1P6-NPIPP1"
"PKD3","Polycystic Kidney Disease 3 (Autosomal Dominant)","Genetic Locus","","6","GC02U990077","1.86459350585938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKD3"
"CHD1","Chromodomain Helicase DNA Binding Protein 1","Protein Coding","O14646","53","GC05M098853","1.86360108852386","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHD1"
"TBK1","TANK Binding Kinase 1","Protein Coding","Q9UHD2","58","GC12P064451","1.85824644565582","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBK1"
"ASH1L","ASH1 Like Histone Lysine Methyltransferase","Protein Coding","Q9NR48","48","GC01M155335","1.85243022441864","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASH1L"
"MAVS","Mitochondrial Antiviral Signaling Protein","Protein Coding","Q7Z434","48","GC20P008170","1.85129821300507","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAVS"
"TANGO2","Transport And Golgi Organization 2 Homolog","Protein Coding","Q6ICL3","44","GC22P020017","1.84862244129181","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TANGO2"
"CXCL16","C-X-C Motif Chemokine Ligand 16","Protein Coding","Q9H2A7","47","GC17M004733","1.84641885757446","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL16"
"SERPINA7","Serpin Family A Member 7","Protein Coding","P05543","50","GC0XM106032","1.84617590904236","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA7"
"THY1","Thy-1 Cell Surface Antigen","Protein Coding","P04216","52","GC11M126578","1.84186720848083","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THY1"
"MIR1468","MicroRNA 1468","RNA Gene","","21","GC0XM063786","1.84085154533386","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1468"
"SPRED1","Sprouty Related EVH1 Domain Containing 1","Protein Coding","Q7Z699","52","GC15P038252","1.83683586120605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPRED1"
"ANGPTL8","Angiopoietin Like 8","Protein Coding","Q6UXH0","40","GC19P112332","1.82903289794922","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANGPTL8"
"SOCS2-AS1","SOCS2 Antisense RNA 1","RNA Gene","","24","GC12M093504","1.82305061817169","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOCS2-AS1"
"SEMA7A","Semaphorin 7A (JohnMiltonHagen Blood Group)","Protein Coding","O75326","50","GC15M074409","1.81953096389771","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEMA7A"
"PRDM16-DT","PRDM16 Divergent Transcript","RNA Gene","","25","GC01M014262","1.81605231761932","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDM16-DT"
"GRIA1","Glutamate Ionotropic Receptor AMPA Type Subunit 1","Protein Coding","P42261","58","GC05P153489","1.81205320358276","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIA1"
"HERC4","HECT And RLD Domain Containing E3 Ubiquitin Protein Ligase 4","Protein Coding","Q5GLZ8","44","GC10M067921","1.81072974205017","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HERC4"
"SMARCC1","SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin Subfamily C Member 1","Protein Coding","Q92922","52","GC03M047585","1.80944859981537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCC1"
"BST2","Bone Marrow Stromal Cell Antigen 2","Protein Coding","Q10589","48","GC19M092362","1.80581724643707","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BST2"
"GDF6","Growth Differentiation Factor 6","Protein Coding","Q6KF10","51","GC08M096142","1.80443215370178","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF6"
"GDF3","Growth Differentiation Factor 3","Protein Coding","Q9NR23","47","GC12M007689","1.80443215370178","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF3"
"EIF4EBP1","Eukaryotic Translation Initiation Factor 4E Binding Protein 1","Protein Coding","Q13541","54","GC08P039851","1.80285441875458","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4EBP1"
"CEP83","Centrosomal Protein 83","Protein Coding","Q9Y592","45","GC12M094265","1.80046367645264","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP83"
"QDPR","Quinoid Dihydropteridine Reductase","Protein Coding","P09417","54","GC04M017460","1.79277563095093","https://www.genecards.org/cgi-bin/carddisp.pl?gene=QDPR"
"GNAQ","G Protein Subunit Alpha Q","Protein Coding","P50148","58","GC09M077716","1.79022860527039","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAQ"
"MX1","MX Dynamin Like GTPase 1","Protein Coding","P20591","50","GC21P041420","1.78351199626923","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MX1"
"CCDC65","Coiled-Coil Domain Containing 65","Protein Coding","Q8IXS2","44","GC12P048904","1.7812727689743","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC65"
"FOXI3","Forkhead Box I3","Protein Coding","A8MTJ6","36","GC02M088446","1.77795565128326","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXI3"
"ITGA1","Integrin Subunit Alpha 1","Protein Coding","P56199","53","GC05P052788","1.77287089824677","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA1"
"NFAT5","Nuclear Factor Of Activated T Cells 5","Protein Coding","O94916","47","GC16P069565","1.77098000049591","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFAT5"
"STN1","STN1 Subunit Of CST Complex","Protein Coding","Q9H668","48","GC10M104160","1.76779317855835","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STN1"
"DNM2","Dynamin 2","Protein Coding","P50570","58","GC19P010718","1.76677513122559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNM2"
"FERMT1","FERM Domain Containing Kindlin 1","Protein Coding","Q9BQL6","51","GC20M006074","1.76677513122559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FERMT1"
"ALDH1B1","Aldehyde Dehydrogenase 1 Family Member B1","Protein Coding","P30837","50","GC09P038392","1.76677513122559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH1B1"
"KCNJ15","Potassium Inwardly Rectifying Channel Subfamily J Member 15","Protein Coding","Q99712","50","GC21P038157","1.76677513122559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ15"
"BABAM1","BRISC And BRCA1 A Complex Member 1","Protein Coding","Q9NWV8","46","GC19P112612","1.76677513122559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BABAM1"
"CRISPLD2","Cysteine Rich Secretory Protein LCCL Domain Containing 2","Protein Coding","Q9H0B8","45","GC16P084819","1.76677513122559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRISPLD2"
"OMA1","OMA1 Zinc Metallopeptidase","Protein Coding","Q96E52","45","GC01M058415","1.76677513122559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OMA1"
"NUDT12","Nudix Hydrolase 12","Protein Coding","Q9BQG2","43","GC05M103548","1.76677513122559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDT12"
"PKIA","CAMP-Dependent Protein Kinase Inhibitor Alpha","Protein Coding","P61925","43","GC08P078517","1.76677513122559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKIA"
"USHBP1","USH1 Protein Network Component Harmonin Binding Protein 1","Protein Coding","Q8N6Y0","42","GC19M017249","1.76677513122559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USHBP1"
"ZDHHC7","Zinc Finger DHHC-Type Palmitoyltransferase 7","Protein Coding","Q9NXF8","41","GC16M084975","1.76677513122559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZDHHC7"
"IFIT5","Interferon Induced Protein With Tetratricopeptide Repeats 5","Protein Coding","Q13325","40","GC10P089414","1.76677513122559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFIT5"
"CCDC148","Coiled-Coil Domain Containing 148","Protein Coding","Q8NFR7","39","GC02M158171","1.76677513122559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC148"
"TTLL11","Tubulin Tyrosine Ligase Like 11","Protein Coding","Q8NHH1","39","GC09M121816","1.76677513122559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTLL11"
"ABHD16B","Abhydrolase Domain Containing 16B","Protein Coding","Q9H3Z7","37","GC20P063861","1.76677513122559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABHD16B"
"ATOH8","Atonal BHLH Transcription Factor 8","Protein Coding","Q96SQ7","37","GC02P085751","1.76677513122559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATOH8"
"IFIT1B","Interferon Induced Protein With Tetratricopeptide Repeats 1B","Protein Coding","Q5T764","37","GC10P089378","1.76677513122559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFIT1B"
"LRRN4","Leucine Rich Repeat Neuronal 4","Protein Coding","Q8WUT4","37","GC20M009764","1.76677513122559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRN4"
"PCIF1","Phosphorylated CTD Interacting Factor 1","Protein Coding","Q9H4Z3","37","GC20P045934","1.76677513122559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCIF1"
"ZNF627","Zinc Finger Protein 627","Protein Coding","Q7L945","37","GC19P011559","1.76677513122559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF627"
"ANKRD22","Ankyrin Repeat Domain 22","Protein Coding","Q5VYY1","36","GC10M088819","1.76677513122559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD22"
"WDSUB1","WD Repeat, Sterile Alpha Motif And U-Box Domain Containing 1","Protein Coding","Q8N9V3","36","GC02M159235","1.76677513122559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDSUB1"
"ZC2HC1A","Zinc Finger C2HC-Type Containing 1A","Protein Coding","Q96GY0","36","GC08P078666","1.76677513122559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC2HC1A"
"ZNF441","Zinc Finger Protein 441","Protein Coding","Q8N8Z8","36","GC19P011767","1.76677513122559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF441"
"OR1J1","Olfactory Receptor Family 1 Subfamily J Member 1","Protein Coding","Q8NGS3","35","GC09M122476","1.76677513122559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR1J1"
"ZNF823","Zinc Finger Protein 823","Protein Coding","P16415","34","GC19M011721","1.76677513122559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF823"
"ZNF844","Zinc Finger Protein 844","Protein Coding","Q08AG5","33","GC19P112391","1.76677513122559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF844"
